Resultados para a variável: Va
Va : Size=576, Index=i*t
     (24, 9) : -1.5707963267948966 :   0.08580587056908531 : 1.5707963267948966 : False : False :  Reals
    (24, 10) : -1.5707963267948966 :   0.10234648854043442 : 1.5707963267948966 : False : False :  Reals
    (24, 11) : -1.5707963267948966 :   0.10433715193075423 : 1.5707963267948966 : False : False :  Reals
    (24, 12) : -1.5707963267948966 :   0.10323251581724452 : 1.5707963267948966 : False : False :  Reals
    (24, 13) : -1.5707963267948966 :   0.10443606618693557 : 1.5707963267948966 : False : False :  Reals
    (24, 14) : -1.5707963267948966 :    0.1016457794934428 : 1.5707963267948966 : False : False :  Reals
    (24, 15) : -1.5707963267948966 :   0.08962593944661373 : 1.5707963267948966 : False : False :  Reals
    (24, 16) : -1.5707963267948966 :  0.055468789062005794 : 1.5707963267948966 : False : False :  Reals
    (24, 17) : -1.5707963267948966 :   0.05594464380984876 : 1.5707963267948966 : False : False :  Reals
    (24, 18) : -1.5707963267948966 :   0.07291780358585005 : 1.5707963267948966 : False : False :  Reals
    (24, 19) : -1.5707963267948966 :   0.07049537008952969 : 1.5707963267948966 : False : False :  Reals
    (24, 20) : -1.5707963267948966 :    0.0823370667307761 : 1.5707963267948966 : False : False :  Reals
    (24, 21) : -1.5707963267948966 :   0.09451247625601344 : 1.5707963267948966 : False : False :  Reals
    (24, 22) : -1.5707963267948966 :   0.10024729932326369 : 1.5707963267948966 : False : False :  Reals
    (24, 23) : -1.5707963267948966 :   0.07782086740052906 : 1.5707963267948966 : False : False :  Reals
    (24, 24) : -1.5707963267948966 :   0.08129744088336628 : 1.5707963267948966 : False : False :  Reals
